Yr	lPower		lSpan		lLength		lWeight		lSpeed		lRange
51	8.18228		3.347093	3.123686	9.893437	6.109248	7.993282
51	6.102559	2.873		2.549445	8.196712	5.549076	7.326466
51	8.836374	2.451005	3.034953	9.560081	7.332369	7.478735
51	8.741935	3.578227	3.471345	10.79002	6.228511	8.483636
51	7.620705	2.420368	2.436241	8.626765	6.856462	7.557473
52	5.814131	2.621039	2.157559	7.901007	5.598422	7.090077
52	10.373491	3.520461	3.414443	11.310136	6.912743	8.440312
52	8.032685	2.478218	2.404239	9.282661	6.997596	7.779049
52	6.708084	2.978586	2.640485	8.720134	5.886104	7.522941
52	9.415727	3.770459	3.634951	11.342671	6.352629	9.053102
52	8.35538	2.564949	2.704042	9.517825	7.015712	8.076826
52	7.103322	2.501436	2.312535	8.089482	6.586172	7.244228
52	8.237479	2.4681		2.60269		9.571714	6.997596	6.967909
52	9.72675		3.511545	3.597312	11.127263	6.851185	8.764053
53	8.530583	3.584352	3.422959	10.456251	6.001415	8.101678
53	7.999679	2.261763	2.430098	8.710949	7.04316		7.244228
53	7.948738	3.45537		3.106379	9.755567	6.028279	7.31854
53	5.144583	2.388763	2.054124	7.146772	5.613128	7.063048
53	8.824678	2.468947	2.805782	9.667765	7.237059	7.787382
53	5.358942	2.424803	2.272126	7.822044	5.948035	7.937375
53	7.948738	3.478158	3.104587	9.798127	5.703782	7.824046
53	7.600902	2.397895	2.315501	8.709465	6.966024	7.901007
53	7.913887	2.596746	2.555676	9.315871	6.423247	7.277939
54	9.323669	2.125848	2.507157	9.315871	6.945051	8.078688
54	8.34284		2.265921	2.616666	9.298443	7.095893	7.622664
54	5.697093	2.322388	2.174752	7.569412	6.025866	7.094235
54	6.556778	2.317474	2.307573	8.124151	6.476972	7.31322
54	10.331627	3.921577	3.854394	11.975086	6.803505	9.329456
54	9.479451	2.360854	2.785011	10.029239	7.802209	7.160069
54	9.27912		2.76317		2.850707	9.876784	6.905753	7.311218
54	8.876265	1.899118	2.81481		9.55116		7.771489	7.128496
54	5.697093	2.549445	2.272126	7.809135	5.451038	6.563856
54	10.596635	4.032469	3.871201	12.3075		6.946976	9.90947
54	10.69494	3.933784	3.901973	12.144197	6.690842	9.437476
55	8.65382		2.197225	2.528924	9.071078	7.280697	6.529419
55	5.303305	2.408745	2.172476	7.426549	5.733341	6.99851
55	6.556778	2.391511	2.193886	8.216088	6.55108		7.438384
55	9.268609	2.36556		3.017004	10.084475	7.709757	8.110728
55	8.8622		2.24071		2.731115	9.680344	7.661056	6.910751
55	8.824678	3.193763	2.715357	8.880307	6.745236	8.769818
55	9.680344	3.551053	3.496204	11.058842	6.81564		8.887653
55	8.068403	3.367296	3.15955		9.92378		6.173786	7.567863
55	5.303305	2.484907	2.261763	7.522941	5.42495		7.003065
55	8.764053	2.386007	2.810005	9.643421	7.662468	6.872128
56	9.006999	3.100543	3.131573	10.536035	6.922644	7.78904
56	9.190138	2.459589	3.072693	9.672564	7.868254	7.523481
56	9.506586	3.699077	3.394173	11.281989	6.431331	8.29455
56	4.779123	2.388763	2.104134	6.949856	5.446737	6.971669
56	8.875147	3.7612		3.363842	10.896739	5.940171	8.455318
56	7.783224	2.569554	2.463853	8.877242	6.838405	7.353082
56	10.12503	2.850707	3.38439		11.210942	7.709308	8.25894
56	8.090709	2.1471		2.332144	8.601534	6.982863	6.646391
56	8.131531	2.352327	2.693275	9.14249		7.034388	7.383989
56	8.606668	2.10657		2.710048	9.510445	7.771489	7.090077
56	7.355641	2.747271	2.631889	9.011889	6.152733	7.824046
56	6.860664	3.14974		2.624669	8.797851	5.545177	6.632002
56	8.727454	2.714032	2.745346	9.937889	7.003065	8.29405
56	9.084596	2.189416	2.854745	9.510445	7.452982	7.279319
56	8.237479	2.288486	2.555676	9.180603	7.004882	6.650279
56	9.223849	3.659965	3.532518	11.080048	6.347389	8.910586
57	10.322198	3.793239	3.841601	11.927119	6.917706	8.842171
57	5.442418	2.415914	2.151762	7.451822	5.783825	7.587311
57	9.386979	3.637586	3.499533	11.018629	6.65544		7.090077
57	9.308193	3.770459	3.666122	11.114386	6.228511	8.770284
57	9.63848		3.542118	3.659708	11.238489	6.684612	7.882315
57	8.26359		2.352327	2.64191		9.21034		7.085901	6.872128
58	8.051086	3.363149	3.135929	9.87817		6.09357		7.948032
58	4.310799	2.302585	1.987874	6.58755		5.303305	6.444131
58	6.104793	3.091042	2.433613	8.188689	5.402677	6.684612
58	7.677864	3.372455	3.096934	9.375261	5.849325	7.65112
58	9.569412	2.465554	2.95491		10.241031	7.78904		6.938284
59	4.89784		2.370244	1.974081	6.738152	5.501258	7.07327
59	9.447466	3.621671	3.580737	11.021902	6.514713	8.354674
59	8.090709	2.04122		2.665838	9.146228	7.305188	7.710653
59	9.745663	3.770459	3.835142	11.46426	6.431331	8.565031
59	8.032685	2.04122		2.6483		8.609772	7.189922	7.472501
59	7.643004	2.683074	2.525729	9.013595	6.142037	7.326466
59	6.016157	2.71668		2.388763	7.926603	5.556828	6.943122
59	8.648221	2.376764	2.888147	9.640628	7.064759	7.78904
59	6.664409	2.332144	2.379546	8.171882	6.484635	6.795706
59	8.904359	3.558201	3.299534	10.770798	6.070738	8.560253
59	9.449231	2.472328	3.157		10.360912	7.757906	7.122867
59	4.89784		2.276241	1.979621	6.956545	5.480639	7.012115
59	9.321703	3.407179	3.459781	10.871687	6.480045	8.519989
59	6.907755	2.379546	2.332144	8.259976	6.562444	7.279319
60	9.793673	3.600048	3.673766	11.379851	6.897705	8.440312
60	9.764225	3.493473	3.843744	11.461916	6.871091	8.285513
60	8.131531	3.401197	3.015535	9.956649	6.113682	7.817223
60	5.961005	2.442347	2.140066	7.746301	5.852202	7.515345
61	8.692826	3.391147	3.493473	10.292146	6.413459	8.29405
61	4.89784		2.367436	1.954445	7.063048	5.605802	7.251345
61	10.150348	3.600048	3.747148	11.650598	6.897705	8.7185
61	9.38463		2.492379	3.022861	9.960813	7.582229	7.824046
61	9.214332	3.349904	3.484312	10.766378	6.769642	8.155936
61	6.338594	2.727853	2.379546	8.292048	5.891644	7.800163
61	9.980449	3.321432	3.702042	11.337381	7.319202	7.718685
61	9.980449	2.995732	3.258097	10.714418	7.542744	8.514991
61	9.606428	3.582685	3.623007	11.065966	6.527958	8.111028
61	5.697093	2.484907	2.174752	7.620705	5.525453	6.945051
61	9.11603		3.591818	3.459466	10.680516	6.489205	9.10498
61	9.25875		2.561096	3.075005	9.672501	7.078342	7.720018
62	9.567119	2.78192		3.150597	10.318903	7.70886		8.482602
62	10.40305	3.599502	3.556205	11.281989	6.899723	8.909641
62	4.89784		2.21266		1.96851		6.993015	5.501258	7.21524
62	5.472271	2.395164	2.037317	7.432484	5.799093	7.565275
62	5.267858	2.408745	2.091864	7.17012		5.303305	6.522093
62	9.571645	3.397858	3.688879	11.127851	6.865891	8.24223
62	7.992945	2.66026		2.74084		9.303557	6.383507	8.370548
62	9.202308	3.095578	3.147165	10.52393	6.889591	7.432484
62	4.310799	2.081938	1.756132	6.44572		5.438079	6.907755
62	9.16157		3.240637	3.420346	10.545341	6.768493	7.106606
62	7.443078	3.11795		2.960105	9.287301	6.035481	6.927558
62	8.140316	3.512441	3.174715	10.211524	5.905362	7.418181
62	10.391822	3.797734	3.8795		11.894849	6.840547	8.744329
63	8.344267	3.374169	3.169686	10.085809	6.075346	7.718685
63	7.179308	2.251292	2.351375	8.411833	6.646391	7.484369
63	7.731931	2.388763	2.151762	8.75621		6.704414	6.60665
63	6.971669	2.985177	2.533697	8.791334	5.78996		7.01661
63	6.907755	2.348514	2.33602		8.36637		6.6995		7.122867
63	9.11581		3.688879	3.478158	10.839581	6.240276	7.524021
63	10.422281	3.8865		3.788725	11.874836	6.823286	9.198268
63	6.971669	2.479894	2.486572	8.565983	6.347389	7.857094
63	7.234177	2.975019	2.727853	8.955448	6.214608	7.853605
64	6.135565	2.517696	2.296567	7.988882	5.988961	7.587311
64	5.411646	2.388763	2.151762	7.398174	5.669881	6.93537
64	7.816014	2.673459	2.810005	9.126959	6.715383	7.770645
64	7.896553	2.580217	2.553344	9.007612	6.747587	7.662938
64	5.267858	2.121063	1.960095	7.090077	5.828946	7.408531
64	8.425078	3.465736	3.269569	10.106428	6.150603	8.075583
64	9.90748		2.276241	3.109061	10.722386	7.755767	8.456806
64	8.449343	3.376221	3.181382	10.013059	6.040255	7.013915
65	5.409411	2.517696	2.079442	7.50329		5.493061	6.388561
65	5.961005	2.701361	2.388763	8.004032	5.669881	7.035269
65	10.708713	4.165114	4.056989	12.429216	6.60665		8.517193
65	6.327937	2.525729	2.406945	8.125335	6.169611	7.921173
65	9.091557	2.596001	2.961658	10.244343	6.945051	8.216088
65	4.779123	2.140066	1.88707		6.733402	5.42495		6.684612
65	6.879356	2.986187	2.758109	8.642944	5.823046	7.509335
65	8.188689	2.791165	2.841998	9.472705	6.759255	8.116716
65	5.003946	2.385086	2.079442	7.17012		5.398163	7.137278
65	5.053056	2.451005	2.208274	7.649693	5.805135	7.735433
65	5.393628	2.475698	2.246015	7.340836	5.594711	6.967909
65	6.051618	2.442347	2.174752	7.785305	5.955837	7.65112
65	8.939056	3.374169	3.169686	10.165852	6.234411	7.696213
65	8.586719	2.467252	2.642622	9.854822	7.013915	8.208219
65	4.718499	2.21266		1.960095	6.882437	5.433722	7.20786
66	10.165852	2.829678	3.488598	11.253001	8.076826	8.476371
66	8.425955	3.393837	3.375196	10.434674	5.996452	8.400659
66	6.338594	2.484907	2.332144	8.03041		6.120297	7.630461
66	9.745663	3.879913	3.730261	11.555027	6.338594	9.051345
66	9.118225	3.04357		3.192942	10.299273	6.841615	8.703673
66	6.104793	2.501436	2.397895	7.957877	6.049733	7.731931
66	6.921658	2.740195	2.490723	8.642944	5.968708	7.853605
66	6.338594	2.744061	2.43449		8.253748	5.783825	7.98956
66	7.766417	2.383243	2.578701	8.719807	6.776507	7.828835
67	6.971669	2.500616	2.539237	8.787526	6.113682	5.905362
67	4.89784		2.379546	2.116256	7.033506	5.549076	7.275865
67	6.068426	2.414126	2.361797	7.908755	6.165418	7.742836
67	9.119102	3.501043	3.510351	10.668955	6.304449	7.68156
67	9.35876		3.346389	3.38439		10.879367	6.831954	8.40021
67	10.519754	3.76584		3.972554	11.995352	6.756932	8.980927
67	9.299669	2.354228	3.020425	9.680344	7.858641	6.586172
67	10.268131	3.811761	4.044804	11.975149	6.872128	9.084777
67	8.049427	3.353407	2.985682	9.889946	5.673323	7.72312
67	7.218177	2.415914	2.332144	8.559294	6.633318	7.707063
67	9.323669	3.348851	3.593744	10.912995	6.810142	7.672292
67	8.977146	3.221672	3.388112	10.379722	6.736967	7.524021
67	5.535364	2.459589	2.163323	7.438384	5.627621	6.897705
68	9.874265	3.555348	3.653252	11.374697	6.779922	8.987197
68	7.473069	2.667228	2.587764	8.589514	6.475433	7.813592
68	5.358471	2.322388	2.091864	7.340836	5.823046	7.407318
68	5.003946	2.312535	1.960095	6.971669	5.484797	6.907755
68	11.091331	4.217741	4.324662	12.762283	6.823286	8.705
68	7.766417	2.452728	2.457021	8.696677	6.747587	7.451242
68	7.32449		2.251292	2.509599	8.569786	6.593045	7.377759
69	9.250138	2.360854	2.791165	9.784141	7.67601		6.907755
69	7.327781	2.674149	2.656757	8.824678	6.214608	8.02027
69	9.059517	2.04122		2.631889	9.336092	7.078342	8.623353
69	7.019297	3.042616	2.567254	8.839711	5.765191	7.174724
69	6.828712	2.565718	2.35802		8.314342	6.261492	7.610853
69	6.992096	2.969902	2.672078	8.648221	5.899897	6.946976
69	6.135565	2.60269		2.406945	8.026824	6.09357		7.793999
69	11.289782	4.087656	4.255613	12.808036	6.876265	9.251866
69	9.591786	3.413455	3.572626	11.073024	6.634633	8.251925
69	11.01666	3.242592	4.128746	12.128462	7.897668	8.79179
70	10.140534	2.656757	2.821379	9.536041	7.816014	6.866933
70	7.600902	2.557227	2.624669	8.794825	6.633318	7.349231
70	9.585346	1.967112	2.757475	9.148465	7.724888	7.003065
70	4.718499	2.322388	1.931521	6.617403	5.356586	6.884487
70	10.470845	3.539509	3.694613	11.715866	7.67601		8.993427
70	6.709304	2.727853	2.379546	8.384119	6.021023	7.772332
70	6.36647		2.785011	2.70805		8.419801	5.587249	7.383989
70	5.409411	2.341806	2.079442	7.31854		5.877736	7.321189
70	8.531096	3.356897	3.122365	10.1849		6.291569	7.705262
71	6.950815	2.655352	2.60417		8.451694	6.265301	7.907652
71	9.873028	2.63548		3.104587	10.496814	8.012681	7.17012
71	5.780744	2.370244	2.174752	7.528332	6.276643	7.765145
71	6.921658	2.639057	2.501436	8.559486	6.077642	7.817223
71	7.05445		2.944439	2.721295	8.779557	5.883322	7.473069
71	4.89784		2.302585	2.066863	7.013016	5.429346	7.008505
71	10.653204	3.921973	3.841386	12.043554	6.652863	8.809863
71	8.673171	2.064328	2.881443	9.190648	7.452982	7.860571
71	6.135565	2.451005	2.351375	7.907284	6.113682	7.844633
71	6.390241	2.800933	2.530517	8.257126	5.739793	7.20934
72	7.145196	2.809403	2.587764	8.642944	6.244167	8.159089
72	9.190138	2.639057	2.931194	9.78132		7.757906	6.44572
72	5.053695	2.384165	2.032088	7.198931	5.752573	7.008505
72	5.56452		2.517696	2.356126	8.063063	6.013715	7.473637
72	8.914626	2.78192		2.81481		10.218189	6.949856	8.037866
72	10.981897	3.92019		4.016383	12.466319	6.811244	8.91099
72	8.889033	2.863914	2.788708	9.975808	6.582025	6.907755
72	7.019297	2.727853	2.714695	8.642944	6.033086	7.549609
72	9.903488	2.568788	2.966818	10.142544	7.899524	8.440528
72	11.0021		3.857567	3.913023	12.323776	6.80017		9.175024
73	7.769801	2.209373	2.508786	8.853665	6.927558	7.600902
73	8.836374	2.162173	2.823163	9.648595	7.373374	7.181592
73	8.29405		2.095561	2.686486	9.323044	7.471363	7.817223
74	9.891415	2.841998	3.058237	10.584056	7.67601		8.188689
74	7.66669		2.24071		2.415914	8.956093	6.907755	6.320768
74	9.409191	2.631889	2.815409	10.184523	7.67601		7.237059
74	8.911934	3.041184	2.788093	10.078743	6.726233	8.217708
74	9.21034		2.246015	2.675527	9.445571	7.67601		6.829794
74	5.537334	2.572612	2.230014	7.620705	5.556828	7.167809
74	7.487734	3.125005	2.873		9.24831		5.863631	7.435438
74	8.39163		2.261763	2.660959	9.392662	7.093405	6.476972
74	8.344267	3.374169	3.190476	10.043249	6.291569	7.766417
75	6.327937	2.646175	2.484907	8.245384	6.063785	8.132119
75	7.495542	1.906575	2.201659	8.335671	7.049255	5.31812
75	6.054439	2.833213	2.486572	8.160518	5.393628	5.991465
75	7.420579	3.344274	3.201933	9.889946	6.077642	7.646354
75	9.743319	3.532226	3.594019	10.858999	6.709304	6.907755
75	5.697093	2.472328	2.162173	7.636752	5.888878	7.029088
76	8.571681	2.809403	2.913437	9.912695	6.779922	8.543251
76	4.89784		2.275214	1.961502	6.866933	5.393628	7.600902
76	8.876265	2.10657		2.794228	9.588777	7.816014	6.727432
76	10.733261	3.87245		4.086648	12.196022	6.829794	8.433812
76	7.377759	2.388763	2.397895	8.68186		6.80017		7.473069
76	8.853665	1.99061		2.72458		9.355739	6.916715	6.60665
77	11.163992	3.360375	4.185099	12.100712	7.837554	8.779557
77	8.673171	2.064328	2.882004	9.525151	7.438384	7.860571
77	8.29405		2.263844	2.701361	9.219994	7.056175	6.253829
77	4.779123	2.367436	1.981001	6.960348	5.451038	7.069874
77	9.346967	3.251537	3.280159	10.404263	6.633318	6.907755
77	4.406719	2.302585	1.987874	6.629363	5.31812		6.645091
77	5.590987	2.451005	2.186051	7.47817		5.7301		7.275865
77	8.673171	2.064328	2.881443	9.523251	7.452982	6.033086
78	8.699515	2.97604		3.037354	9.857234	6.725034	8.777401
78	6.226537	2.560323	2.487404	8.055475	5.97381		7.707962
78	6.828712	2.70805		2.476538	8.404696	6.304449	8.132119
78	10.596635	3.781687	3.842887	11.918391	6.50279		8.785692
78	4.424847	2.337952	1.951608	6.629363	5.308268	6.765039
78	8.86135		1.967112	2.772589	9.798127	7.501082	6.659294
78	5.590987	2.463853	2.129421	7.451822	5.739793	7.396949
78	7.201916	2.646175	2.553344	8.642944	6.347389	8.426612
78	5.411646	2.301585	2.134166	7.340836	5.666427	7.344719
78	9.4572		2.436241	2.837323	9.967354	7.570959	6.926577
78	7.992945	2.61374		2.768204	9.27416		6.770789	8.289791
79	5.003946	2.367436	2.030776	7.128496	5.641907	7.195937
79	7.992945	2.732418	2.66026		9.295233	6.820016	8.538172
79	9.118225	3.166319	3.229618	10.339644	6.820016	8.921991
79	5.003946	2.449279	2.028148	7.106606	5.484797	7.190676
79	9.747301	2.484907	2.928524	9.686575	7.824046	8.216088
80	7.201916	2.76317		2.665143	8.794825	6.190315	7.062192
80	6.338594	2.744061	2.43449		8.253748	5.783825	6.464588
80	7.484369	2.40243		2.37862		8.724207	6.810142	7.108244
81	10.553727	3.862202	3.88177		11.820998	6.760415	8.656781
81	7.467371	3.127199	3.07223		9.375261	5.97381		7.436617
82	6.614726	2.846652	2.698673	8.612503	5.641907	7.154615
82	9.21034		2.344686	2.803966	9.98838		7.67601		8.440312
82	9.319374	3.271089	3.351657	10.611449	6.656727	7.813187
82	10.373491	3.63627		3.856933	11.555266	6.760415	8.476371
82	8.183118	3.42198		3.260402	10.00288	6.161207	7.342779
83	7.712891	2.984671	2.995732	9.169518	6.214608	7.974877
